area__rucc,area__urban_influence,demo__birth_rate_per_1k,demo__death_rate_per_1k,demo__pct_adults_bachelors_or_higher,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_aged_65_years_and_older,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_below_18_years_of_age,demo__pct_female,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_excessive_drinking,health__pct_low_birthweight,health__pct_physical_inacticity,health__pop_per_dentist,health__pop_per_primary_care_physician,heart_disease_mortality_per_100k,row_id,yr
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,10.0,10.0,0.20745216515609266,0.1107754279959718,0.33333333333333337,0.34843907351460224,0.16899999999999998,0.012,0.0,0.235,0.5,0.091,0.009000000000000001,0.8809999999999999,Nonspecialized,0.506,0.055999999999999994,0.151,0.040999999999999995,12.0,20.33,0.29100000000000004,0.163,0.11199999999999999,0.209,0.063,0.254,2909.0,1699.0,229,102,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a large metro area,8.0,12.0,0.1537688442211055,0.1708542713567839,0.35075376884422105,0.3246231155778894,0.247,0.004,0.003,0.20199999999999999,0.525,0.019,0.243,0.7170000000000001,Nonspecialized,0.381,0.077,0.221,0.08900000000000001,12.0,14.06,0.327,0.209,0.156,0.147,0.091,0.257,13600.0,4520.0,291,103,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,12.0,11.0,0.16328600405679514,0.12474645030425965,0.4279918864097363,0.283975659229209,0.17800000000000002,0.127,0.003,0.239,0.496,0.021,0.013000000000000001,0.78,Mining-dependent,0.452,0.055,0.257,0.115,10.0,41.37,0.354,0.247,0.145,0.147,0.066,0.35200000000000004,1269.0,3289.0,363,105,a
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,10.0,9.0,0.22764227642276424,0.11077235772357724,0.3628048780487805,0.29878048780487804,0.14800000000000002,0.018000000000000002,0.021,0.203,0.494,0.031,0.02,0.912,Federal/State government-dependent,0.396,0.079,0.141,0.065,11.0,11.5,0.294,0.26,0.11199999999999999,0.22399999999999998,0.07200000000000001,0.254,2660.0,1829.0,281,106,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",7.0,19.0,0.19780219780219785,0.06493506493506494,0.32467532467532473,0.4125874125874126,0.22899999999999998,0.006,0.0,0.21899999999999997,0.493,0.067,0.0,0.92,Farm-dependent,0.68,0.02,0.2,0.106,13.0,14.82,0.292,0.122,0.096,0.14,0.08199999999999999,0.331,1019.0,980.0,244,108,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,6.0,0.21600000000000003,0.11699999999999999,0.33899999999999997,0.32799999999999996,0.10800000000000001,0.009000000000000001,0.02,0.217,0.451,0.069,0.308,0.564,Federal/State government-dependent,0.389,0.057999999999999996,0.16399999999999998,0.059000000000000004,12.0,14.05,0.361,0.251,0.12300000000000001,0.17600000000000002,0.079,0.257,5319.0,6150.0,223,111,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,13.0,6.0,0.3533533533533533,0.07907907907907907,0.24124124124124124,0.32632632632632635,0.11199999999999999,0.0,0.053,0.265,0.505,0.051,0.146,0.7340000000000001,Nonspecialized,0.474,0.054000000000000006,0.188,0.078,13.0,11.16,0.264,0.161,0.09699999999999999,0.156,0.08900000000000001,0.23199999999999998,1830.0,839.0,214,112,b
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,13.0,10.0,0.15270935960591134,0.15862068965517245,0.4315270935960592,0.2571428571428572,0.145,0.003,0.01,0.25,0.512,0.024,0.006,0.943,Manufacturing-dependent,0.451,0.055,0.23399999999999999,0.049,13.0,24.63,0.34600000000000003,0.177,0.136,0.106,0.07,0.34299999999999997,3590.0,1869.0,375,113,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,10.0,11.0,0.18818818818818814,0.08308308308308307,0.3923923923923924,0.3363363363363363,0.166,0.006,0.001,0.228,0.496,0.019,0.006,0.9570000000000001,Manufacturing-dependent,0.5670000000000001,0.053,0.125,0.045,12.0,20.99,0.319,0.19,0.091,0.258,0.055,0.2,2200.0,1040.0,236,114,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",15.0,5.0,0.1154228855721393,0.14328358208955222,0.3701492537313432,0.3711442786069651,0.11599999999999999,0.033,0.01,0.281,0.47200000000000003,0.48100000000000004,0.015,0.478,Mining-dependent,0.499,0.061,0.163,0.121,10.0,23.64,0.336,0.20199999999999999,0.098,0.18899999999999997,0.07400000000000001,0.249,4410.0,2859.0,232,116,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,8.0,0.29251012145748984,0.06275303643724696,0.305668016194332,0.3390688259109312,0.14800000000000002,0.001,0.006,0.226,0.507,0.024,0.011000000000000001,0.9490000000000001,Manufacturing-dependent,0.5579999999999999,0.05,0.077,0.032,12.0,10.1,0.272,0.136,0.09300000000000001,0.285,0.057,0.22399999999999998,2049.0,1650.0,212,117,b
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,14.0,12.0,0.23517587939698495,0.16582914572864324,0.2934673366834171,0.3055276381909548,0.141,0.004,0.023,0.223,0.516,0.057,0.275,0.614,Nonspecialized,0.498,0.065,0.222,0.059000000000000004,13.0,9.9,0.354,0.263,0.11199999999999999,0.132,0.10800000000000001,0.24600000000000002,1840.0,1379.0,340,118,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,12.0,13.0,0.13173652694610782,0.20558882235528947,0.37325349301397215,0.2894211576846308,0.196,0.006999999999999999,0.0,0.22399999999999998,0.51,0.03,0.09699999999999999,0.8490000000000001,Nonspecialized,0.408,0.049,0.243,0.043,13.0,25.82,0.348,0.327,0.136,0.131,0.094,0.319,13360.0,4480.0,330,119,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,14.0,9.0,0.3293051359516617,0.10976837865055387,0.2537764350453173,0.3071500503524673,0.13,0.004,0.021,0.223,0.511,0.049,0.402,0.506,Nonspecialized,0.467,0.051,0.248,0.09,13.0,12.5,0.28,0.187,0.10300000000000001,0.162,0.096,0.239,1600.0,1199.0,279,123,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",12.0,6.0,0.2855711422845691,0.08316633266533066,0.2655310621242485,0.3657314629258517,0.09,0.136,0.048,0.24600000000000002,0.46,0.036000000000000004,0.003,0.721,Recreation,0.509,0.085,0.28300000000000003,0.155,13.0,17.68,0.276,0.242,0.062,0.215,0.042,0.239,2470.0,1950.0,229,125,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,11.0,8.0,0.32479508196721313,0.16803278688524592,0.1885245901639344,0.3186475409836065,0.163,0.013000000000000001,0.075,0.23,0.501,0.32799999999999996,0.019,0.5529999999999999,Recreation,0.521,0.057,0.221,0.091,8.0,10.82,0.23,0.08900000000000001,0.067,0.237,0.057999999999999996,0.138,1349.0,1160.0,227,127,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",12.0,16.0,0.191699604743083,0.0859683794466403,0.3735177865612648,0.34881422924901184,0.231,0.094,0.006,0.23,0.514,0.019,0.004,0.879,Farm-dependent,0.5589999999999999,0.039,0.215,0.106,12.0,37.87,0.28300000000000003,0.128,0.091,0.2,0.053,0.33,1459.0,2140.0,306,128,b
"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,19.0,6.0,0.18181818181818185,0.30039525691699603,0.23715415019762845,0.2806324110671937,0.102,0.018000000000000002,0.013999999999999999,0.309,0.488,0.516,0.023,0.428,Manufacturing-dependent,0.527,0.033,0.285,0.102,12.0,20.49,0.33299999999999996,0.171,0.098,0.141,0.075,0.303,2320.0,2040.0,263,129,a
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,17.0,5.0,0.3132411067193676,0.06324110671936757,0.233201581027668,0.3903162055335969,0.075,0.067,0.028999999999999998,0.247,0.467,0.08,0.053,0.706,Federal/State government-dependent,0.46799999999999997,0.045,0.242,0.128,13.0,9.73,0.29100000000000004,0.198,0.067,0.198,0.067,0.198,890.0,1429.0,218,133,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",10.0,12.0,0.1769383697813121,0.1143141153081511,0.3638170974155069,0.3449304174950298,0.22699999999999998,0.0,0.009000000000000001,0.212,0.503,0.036000000000000004,0.004,0.955,Farm-dependent,0.574,0.059000000000000004,0.126,0.09,13.0,28.11,0.32299999999999995,0.205,0.08800000000000001,0.147,0.061,0.228,2910.0,8630.0,199,134,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",11.0,13.0,0.15491559086395235,0.14796425024826218,0.4051638530287984,0.29195630585898713,0.207,0.009000000000000001,0.009000000000000001,0.2,0.519,0.013999999999999999,0.006,0.968,Manufacturing-dependent,0.483,0.066,0.188,0.07400000000000001,14.0,24.18,0.34299999999999997,0.244,0.099,0.142,0.079,0.278,4540.0,2599.0,324,135,b
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",10.0,7.0,0.15237134207870834,0.10696266397578202,0.437941473259334,0.3027245206861756,0.17300000000000001,0.006,0.008,0.225,0.501,0.021,0.01,0.9540000000000001,Nonspecialized,0.517,0.06,0.163,0.08,14.0,19.49,0.306,0.187,0.102,0.19899999999999998,0.086,0.28,2650.0,4189.0,257,136,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",11.0,13.0,0.12563323201621074,0.25430597771023306,0.3677811550151976,0.2522796352583587,0.179,0.01,0.006,0.226,0.504,0.028999999999999998,0.011000000000000001,0.9420000000000001,Manufacturing-dependent,0.36700000000000005,0.099,0.23800000000000002,0.075,13.0,25.59,0.319,0.307,0.136,0.07,0.085,0.385,2940.0,1600.0,330,137,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,10.0,11.0,0.23023715415019766,0.06225296442687747,0.3557312252964427,0.3517786561264822,0.172,0.006,0.008,0.235,0.49700000000000005,0.018000000000000002,0.002,0.95,Nonspecialized,0.578,0.032,0.12300000000000001,0.036000000000000004,11.0,21.62,0.321,0.22899999999999998,0.095,0.222,0.055999999999999994,0.28300000000000003,2069.0,2180.0,283,141,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",9.0,8.0,0.35359675785207706,0.08308004052684904,0.3181357649442756,0.2451874366767984,0.158,0.0,0.013999999999999999,0.183,0.499,0.018000000000000002,0.011000000000000001,0.943,Nonspecialized,0.568,0.044000000000000004,0.099,0.027000000000000003,11.0,11.81,0.225,0.145,0.081,0.192,0.051,0.175,2289.0,869.0,207,144,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",13.0,13.0,0.1675025075225677,0.06118355065195586,0.4503510531594784,0.320962888665998,0.207,0.0,0.0,0.22899999999999998,0.508,0.015,0.003,0.9570000000000001,Nonspecialized,0.593,0.037000000000000005,0.159,0.061,9.0,21.03,0.33799999999999997,0.184,0.10800000000000001,0.213,0.071,0.28800000000000003,1690.0,1659.0,247,145,b
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,16.0,4.0,0.3407035175879397,0.01507537688442211,0.250251256281407,0.3939698492462311,0.11199999999999999,0.001,0.0,0.35200000000000004,0.499,0.028999999999999998,0.0,0.9440000000000001,Nonspecialized,0.445,0.028999999999999998,0.13,0.102,12.0,14.82,0.226,0.205,0.078,0.147,0.057999999999999996,0.204,3389.0,1629.0,199,148,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",12.0,10.0,0.10372608257804633,0.2416918429003021,0.35750251762336355,0.297079556898288,0.14400000000000002,0.013999999999999999,0.0,0.217,0.423,0.205,0.192,0.583,Federal/State government-dependent,0.363,0.057,0.373,0.19,9.0,32.12,0.316,0.205,0.092,0.147,0.084,0.28,4049.0,6869.0,337,150,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",14.0,12.0,0.11454183266932272,0.2260956175298805,0.4133466135458167,0.2460159362549801,0.139,0.003,0.002,0.231,0.49700000000000005,0.002,0.0,0.988,Nonspecialized,0.326,0.099,0.225,0.066,13.0,37.06,0.368,0.327,0.14300000000000002,0.147,0.154,0.34600000000000003,5309.0,1599.0,399,151,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",13.0,11.0,0.16148445336008024,0.2106318956870612,0.358074222668004,0.2698094282848546,0.17600000000000002,0.013000000000000001,0.003,0.253,0.466,0.419,0.071,0.502,Farm-dependent,0.36200000000000004,0.046,0.32899999999999996,0.138,10.0,20.9,0.287,0.205,0.102,0.147,0.122,0.3,3879.0,3940.0,259,152,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",12.0,8.0,0.127,0.18100000000000002,0.28600000000000003,0.406,0.145,0.016,0.0,0.273,0.506,0.35,0.005,0.627,Nonspecialized,0.466,0.05,0.27699999999999997,0.13,14.0,24.24,0.253,0.195,0.078,0.106,0.086,0.252,2119.0,2500.0,229,153,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,10.0,0.23046092184368736,0.10521042084168336,0.3056112224448897,0.35871743486973945,0.159,0.002,0.033,0.225,0.512,0.02,0.102,0.821,Manufacturing-dependent,0.49200000000000005,0.06,0.179,0.043,13.0,7.78,0.316,0.182,0.105,0.198,0.077,0.226,1269.0,1689.0,305,155,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",10.0,14.0,0.1581532416502947,0.20039292730844796,0.3703339882121807,0.27111984282907664,0.251,0.009000000000000001,0.013000000000000001,0.223,0.507,0.163,0.039,0.7809999999999999,Mining-dependent,0.47,0.047,0.299,0.177,9.0,14.82,0.3,0.205,0.128,0.147,0.08199999999999999,0.284,1609.0,1350.0,293,157,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",14.0,15.0,0.191,0.047,0.41200000000000003,0.35,0.23600000000000002,0.001,0.0,0.198,0.504,0.022000000000000002,0.009000000000000001,0.965,Farm-dependent,0.65,0.039,0.19,0.106,12.0,14.82,0.294,0.205,0.114,0.147,0.08199999999999999,0.312,1609.0,1350.0,182,158,a
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,9.0,12.0,0.17558022199798184,0.15640766902119074,0.3521695257315843,0.31584258324924325,0.192,0.008,0.009000000000000001,0.184,0.499,0.013000000000000001,0.051,0.909,Manufacturing-dependent,0.474,0.049,0.185,0.053,13.0,13.74,0.316,0.315,0.11,0.147,0.09300000000000001,0.271,3830.0,1649.0,327,164,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",9.0,10.0,0.17694641051567242,0.1051567239635996,0.3670374115267948,0.3508594539939333,0.23199999999999998,0.0,0.005,0.21100000000000002,0.505,0.033,0.01,0.9490000000000001,Farm-dependent,0.595,0.047,0.10300000000000001,0.08,13.0,26.17,0.322,0.205,0.094,0.147,0.061,0.222,2840.0,8570.0,200,167,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,9.0,12.0,0.2392821535393818,0.12063808574277167,0.3270189431704885,0.3130608175473579,0.281,0.005,0.0,0.153,0.498,0.026000000000000002,0.183,0.782,Recreation,0.473,0.044000000000000004,0.193,0.095,12.0,20.11,0.262,0.33399999999999996,0.129,0.27699999999999997,0.096,0.23199999999999998,2149.0,2699.0,245,170,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,8.0,0.3263473053892216,0.09181636726546906,0.2864271457085828,0.2954091816367265,0.136,0.008,0.013000000000000001,0.23600000000000002,0.502,0.07400000000000001,0.08,0.8059999999999999,Nonspecialized,0.514,0.038,0.153,0.059000000000000004,13.0,16.36,0.252,0.174,0.102,0.16,0.057,0.19699999999999998,1860.0,1840.0,224,171,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",10.0,13.0,0.07452165156092648,0.22356495468277945,0.4521651560926486,0.2497482376636455,0.201,0.009000000000000001,0.004,0.23399999999999999,0.518,0.022000000000000002,0.461,0.503,Nonspecialized,0.376,0.105,0.231,0.053,13.0,47.98,0.364,0.237,0.182,0.147,0.11599999999999999,0.379,6509.0,2619.0,348,173,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,8.0,16.0,0.17935871743486972,0.12925851703406813,0.3517034068136272,0.3396793587174349,0.29600000000000004,0.011000000000000001,0.006,0.18,0.519,0.023,0.012,0.958,Nonspecialized,0.39,0.071,0.258,0.064,11.0,26.25,0.278,0.244,0.106,0.14400000000000002,0.077,0.312,2190.0,1089.0,271,175,b
